id,name,icaoCode,iataCode,localCode,latitude,longitude,elevation,countryCode,city,state,county,continentCode,timezone,facilityType,isPrivate,isClosed,isMilitary,isCivilian,isVFR,isIFR,pprRequired,geometry
ce1ac3e1-48f2-4214-9a27-b0ab97f7e8ed,AEROANDRÉS,SIAA,,,-23.395,-46.638,990,BR,,,,,,heliport,false,false,false,true,true,false,false,
9069c9be-c4aa-45bb-8eab-92c11eb69a33,AEROCAMPO,SJKA,,,-13.635,-57.899,548,BR,,,,,,airfield,false,false,false,true,true,false,false,
27e77d2a-c1bf-416c-a453-e7b1e1a2aefa,AEROCLUB CANELONES,SUCN,,,-34.5147,-56.2611,30,UY,,,,,,airfield,false,false,false,true,true,false,false,
ac48facf-c943-4c87-969a-0a94676cd16e,AEROCLUB DE ROCHA,SURO,,,-34.4788,-54.2825,30,UY,,,,,,airfield,false,false,false,true,true,false,false,
da610799-a516-4339-815a-28462770cf2d,AEROCLUBE,SSBZ,,,-29.676,-50.981,17,BR,,,,,,airfield,false,false,false,true,true,false,false,
c7b1c4e3-b6ca-4a21-b133-e53bdad555f9,AEROCLUBE DA BAHIA,SNVR,,,-13.021,-38.681,4,BR,,,,,,airfield,false,false,false,true,true,false,false,
603c62b6-3619-4a90-b33f-4a71ab2bc898,AEROCLUBE DE ALAGOAS,SNGS,,,-9.588,-35.758,87,BR,,,,,,airfield,false,false,false,true,true,false,false,
59ede5dc-91b0-4037-a8e6-114b27460ae4,AEROCLUBE DE AQUIDAUANA,SSHA,,,-20.481,-55.769,189,BR,,,,,,airfield,false,false,false,true,true,false,false,
89abfe2e-6f8e-4d48-b950-087763bde07c,AEROCLUBE DE BAGE,SIBK,,,-31.327777777778,-54.135833333333,222,BR,,,,,,airfield,false,false,false,true,true,false,false,
91658bc3-46ff-460b-a6d4-ec39aa954984,AEROCLUBE DE BENTO GONÇALVES,SSBG,BGV,,-29.148,-51.536,673,BR,,,,,,airfield,false,false,false,true,true,false,false,
89bfe635-da7f-4551-a79c-6e13b849af95,AEROCLUBE DE BIRIGUI,SDBI,,,-21.282,-50.327,425,BR,,,,,,airfield,false,false,false,true,true,false,false,
40465dc8-323f-4ef3-9875-337c55f00041,AEROCLUBE DE ELDORADO DO SUL,SIXE,,,-30.05,-51.444,10,BR,,,,,,airfield,false,false,false,true,true,false,false,
e094bc30-a8e8-4bb9-8344-b426dc9de656,AEROCLUBE DE FOZ DO IGUACU,SSAF,,,-25.369722222222,-54.470555555556,256,BR,,,,,,airfield,false,false,false,false,true,false,false,
ab71a82b-9eb4-4126-aecf-5e291cc5a004,AEROCLUBE DE ITÁPOLIS,SDIO,,,-21.6,-48.833,530,BR,,,,,,airfield,false,false,false,true,true,false,false,
d852a03a-771a-4d31-87f4-f40c93dcec86,AEROCLUBE DE RIO NEGRINHO,SSRN,,,-26.32,-49.521,922,BR,,,,,,airfield,false,false,false,true,true,false,false,
ec2d5b0c-c97c-437a-abac-e534c07c32ec,AEROCLUBE DE RONDÔNLA,SWRO,,,-8.794,-63.858,95,BR,,,,,,airfield,false,false,false,true,true,false,false,
a7f43912-5812-4d43-a555-f512d967ccf5,AEROCLUBE DE SANTA CATARINA,SSKT,,,-27.612,-48.673,6,BR,,,,,,airfield,false,false,false,true,true,false,false,
6b4d5025-cca6-488d-a953-8acedf3f07e5,AEROCLUBE DE SANTANA DO LIVRAMENTO,SSDM,,,-30.822,-55.576,327,BR,,,,,,airfield,false,false,false,true,true,false,false,
ebbbf177-38ee-4ad6-8686-63cfed376290,AEROCLUBE DE SÃO JOSÉ DO RIO PARDO,SIPA,,,-21.645,-46.933,872,BR,,,,,,airfield,false,false,false,true,true,false,false,
ede0e912-2717-4a4c-8bcc-149cf231ffca,AERODAMAS AIRPORT,MRAD,,,9.4578,-84.209,5,CR,,,,,,airfield,false,false,false,true,true,false,false,
a72314b6-abe7-4b12-9689-7bb39b4c8f37,AEROGALO,SDWA,,,-23.041,-44.195,30,BR,,,,,,heliport,false,false,false,true,true,false,false,
ce4cbf65-56b7-49b1-a903-02719dd13b77,AEROGARDI,SWXD,,,-21.561,-48.799,537,BR,,,,,,airfield,false,false,false,true,true,false,false,
6031dcaa-61a3-4ead-8fd1-7f46f1763ce7,AEROJACO,SIUB,,,-13.505,-55.151,460,BR,,,,,,airfield,false,false,false,true,true,false,false,
36ce5b07-ca19-465e-af73-413be0dcf64b,AEROLIS,SIQI,,,-30.542,-50.471,6,BR,,,,,,airfield,false,false,false,true,true,false,false,
b720d573-5540-4430-bb2e-44ccf972c84c,AEROMIS,SJXA,,,-31.292,-54.156,270,BR,,,,,,airfield,false,false,false,true,true,false,false,
3cd54ac2-9e93-491f-bde2-3e425cf862f8,AEROPARQUE JORGE NEWBERY,SABE,AEP,AER,-34.559,-58.416,5,AR,,,,,,airport,false,false,false,false,true,true,false,
0b6b3338-a893-4aa4-8eb2-b371de8f567d,AEROPEL,SJGH,,,-28.716,-55.992,91,BR,,,,,,airfield,false,false,false,true,true,false,false,
7fd35826-b843-4b60-b9e8-047da6ff7eb4,AEROPORTO ELIAS BREDER,SNJM,JMA,,-20.26,-42.184,830,BR,,,,,,airfield,false,false,false,true,true,false,false,
1d7e6cf9-f28d-468d-bb0b-2655ef2d282b,AEROPORTO REGIONAL DE CANOA QUEBRADA DRAGÃO DO MAR,SBAC,ARX,ARACATI,-4.568611111111111,-37.80472222222222,36,BR,,,,,,airfield,false,false,false,true,true,true,false,
302d7912-dcf2-413e-aec8-208d84ee69fc,AEROPORTOBELO,SDYS,,,-27.174,-48.631,10,BR,,,,,,airfield,false,false,false,true,true,false,false,
86251d08-739b-4929-b755-a1f7cfc0a6e2,AERORURAL FLORAMAZON,SJGA,,,-3.702,-56.054,40,BR,,,,,,airfield,false,false,false,true,true,false,false,
